Minister,Row_ID,Column I,Column II,Column III
"Minister of Ports, Shipping and Aviation",3,2. Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
"Minister of Ports, Shipping and Aviation",4,"3. Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
"Minister of Ports, Shipping and Aviation",5,4. Development and Management of Commercial Harbours and expanding their investment opportunities,,
"Minister of Ports, Shipping and Aviation",6,5. Development of Container Yards,,
"Minister of Ports, Shipping and Aviation",7,"6. Development and administration of port oil installations, light houses and beacons, other than those belonging to Admiralty",,
"Minister of Ports, Shipping and Aviation",8,7. Arbitration of disputes between shipping service providers and users,,
"Minister of Ports, Shipping and Aviation",9,8. Establishment of rules of competition for shipping services,,
"Minister of Ports, Shipping and Aviation",10,9. Assist in establishing consultative coordination between shipping service providers and users,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,2,Freight and Shipping Services,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,3,Coastwise passenger traffic,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,4,"Ship owning, Operating, Ship Managing, Ship Brokering and Agency Services",,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,5,Custom House Agency and total Logistics Solution,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,6,Developing and regulating International and Domestic Airports,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,7,Regulating levy of charges and quality of service delivery by airports,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,8,Entering into agreements with other countries for expansion of international air services and adoption of other requisite measures,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,9,Promotion and regulation of functions relating to use of airports in Sri Lanka by foreign countries,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,10,Expansion of air cargo facilities,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,11,Promotion of domestic air travel,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,12,Regulation of private air services,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,13,Registration of Aircraft,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,14,Supervising all Institutions referred to in Column II and matters relating to all subjects assigned to such Institutions,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,15,Supervision of all Institutions listed in Column II,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,16,Duties & Functions,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,17,Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,18,"Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,19,"Formulation of policies, strategies, programmes and projects to enhance regional trade and investment cooperation.",,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,20,Promotion of economic potential in Sri Lanka and thereby promote foreign direct investment and private sector investment.,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,21,"Promotion, regulation and monitoring of economic development zones",,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,22,Matters relating to Immigration and Emigration,,
MINISTER_OF_PORTS_SHIPPING_AND_AVIATION_CONTD.,23,Establish the Colombo Lotus Tower as a Business Model and promote it as a Tourist Centre,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,2,9. Establishment of Technology Parks,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,3,10. Matters relating to expansion of digital technology ventures.,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,4,11. All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,5,12. Supervision of all Institutions listed in Column II,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,6,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,7,Review and simplify existing rules and regulations pertaining to the public service,11. Local Government Widowers' and Orphans' Pension Fund,"Local Government Service Act, No. 16 of 1974"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,8,Introducing an arbitration process for resolving public service disputes,12. All District Secretariats and Divisional Secretariets,"Government and Judicial Service Officers Pension Ordinance, No. 11 of 1910"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,9,Administration and personnel management relating to the following services:,,Military Pensions and Gratuities Minute
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,10,Sri Lanka Administrative Service,,Air Force Pensions and Gratuities Minute
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,11,Sri Lanka Accountants' Service,,Navy Pensions and Gratuities Minute
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,12,Sri Lanka Planning Service,,"Compulsory Public Service Act, No. 70 of 1961"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,13,Sri Lanka Engineering Service,,"Sri Lanka Institute of Development Administration Act, No. 9 of 1982"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,14,Sri Lanka Scientific Service,,"Government Quarters (Recovery of Possession) Act, No. 7 of 1969"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,15,Sri Lanka Architectural Service,,"Prize Competitions Act, No. 37 of 1957"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,16,Sri Lanka Technological Service,,"Official Languages Act, No. 33 of 1956"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,17,Administration of the Combined Services,,"Official Languages Commission Act, No. 18 of 1991"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,18,Functions under the Establishments Code,,National Human Resources Development Council of Sri Lanka Act No. 18 of 1997
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,19,Public service training,,"National Institute of Language Education and Training Act, No. 26 of 2007"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,20,Implementation of the Pensions Minute,,Transfer of Powers (Divisional Secretaries) Act No. 58 of 1992
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,21,Matters relating to Parliament and Members of Parliament requiring action by the Government,,"Leave Act, No. 29 of 1971"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,22,Establishment matters relating to the staff of the Members of Parliament,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,23,District and Divisional administration activities,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,24,Organization of State Ceremonies,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,25,Duties & Functions,,"Grama Sevaka (Change of Designation) Act, No. 5 of 1977"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,26,Regulation of activities relevant to Provincial Councils,,"Grama Seva Niladhari (Change of Designation) Act, No. 2 of 1993"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,27,Conduct of research on all aspects of administration of Provincial Councils and Local Government Authorities,,"Births and Deaths Registration Act, No.17 of 1951"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,28,Formulation and implementation of special projects to provide facilities for identified fields / divisions with less facilities in Provincial Councils and Local Government Institutions.,,"Kandyan Marriage and Divorce Act, No. 44 of 1952"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,29,"Training of Members, officers and employees of Provincial Councils",,"Marriage and Divorce (Muslim) Act, No. 13 of 1951"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,30,Government functions related to Local Authorities,,Notaries Ordinance No. 01 of 1907
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,31,Grant of credit facilities to Local Authorities for development of public utilities,,Registration of Documents Ordinance No. 23 of 1927
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,32,"Training of Members, officers and employees of Local Authorities",,Marriage Registration (General) Ordinance No. 19 of 1907
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,33,Matters relating to all other subjects assigned to Institutions listed in Column II,"Departments, Statutory Institutions & Public Corporations",Trust Ordinance No. 09 of 1917
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,34,Supervision of the Institutions listed in Column II,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,35,Duties & Functions,"Departments, Statutory Institutions & Public Corporations","Registration of Deaths (Temporary) Act, No. 16 of 2016
Registration of Deaths (Temporary Provisions) Act, No. 19 of 2010
Local Government Elections Ordinance (262 Chapter)
Provincial Councils Elections Act, No. 2 of 1988
Sri Lanka Institute of Local Governance Act, No. 31 of 1999
Municipal Councils Ordinance (52 Chapter)
Pradeshiya Sabha Act, No. 15 of 1987
Urban Councils Ordinance (255 Chapter)
Provincial Councils Act, No. 42 of 1987
Provincial Councils (Payment Salaries and Allowances) Act, No. 37 of 1988
Local loans and Development Fund Act, No. 22 of 1916
All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,36,,,Laws and Ordinance to be Implemented
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,37,Duties & Functions,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,38,Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,39,"Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,"Fisheries and Aquatic Resources Act No. 2 of 1996
Fishermen's Pension And Social Security Benefit Scheme Act, No. 23 of 1990
National Aquatic Resources Research And Development Agency Act, No. 54 of 1981
National Aquaculture Development Authority Act, No. 53 of 1998
All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister"
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,40,Expansion of research in the fisheries sector to enhance aquaculture,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,41,Development of living and non-living national aquatic resources,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,42,Provision of facilities to expand projects for economic development associated with oceanic resources using modern scientific methodologies,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,43,Management and operation of state owned fishing crafts,,
MINISTER_OF_INVESTMENT_PROMOTION_CONTD.,44,Expansion of market for fish products so that both the producer and the consumer achieve a fair deal,,
MINISTER_OF_FISHERIES_CONTD.,1,9. Providing opportunities for domestic companies to expand fishing in international seas,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_FISHERIES_CONTD.,2,10. Halt unauthorized fishing in Sri Lankan waters,,
MINISTER_OF_FISHERIES_CONTD.,3,11. Take action to expand domestic canned fish industry.,,
MINISTER_OF_FISHERIES_CONTD.,4,12. Encourage small and medium scale entrepreneurs to promote entrepreneurship in fisheries industry,,
MINISTER_OF_FISHERIES_CONTD.,5,13. Promotion of ornamental fishery targeting export markets,,
MINISTER_OF_FISHERIES_CONTD.,6,14. Expansion of welfare activities and introduction of productive banking and insurance schemes for the fishing community,,
MINISTER_OF_FISHERIES_CONTD.,7,15. Conduct technical and management training programmes in fishery in collaboration with the Ocean University,,
MINISTER_OF_FISHERIES_CONTD.,8,"16. Development and management of marine, brackish (lagoon) water and freshwater fisheries industry",,
MINISTER_OF_FISHERIES_CONTD.,9,17. Develop refrigeration systems using sea water for multi-day fishing vessels and encourage the use of solar energy,,
MINISTER_OF_FISHERIES_CONTD.,10,"18. Establishment, maintenance and management of fishery harbours and anchorages",,
MINISTER_OF_FISHERIES_CONTD.,11,"19. Development and maintenance of ice plants, cold rooms and other infrastructure facilities required for the fishery industry",,
MINISTER_OF_FISHERIES_CONTD.,12,20. Sale and distribution of fish and fish-based products,,
MINISTER_OF_FISHERIES_CONTD.,13,Duties & Functions,,
MINISTER_OF_FISHERIES_CONTD.,14,21. Matters relating to all other subjects assigned to Institutions listed in Column II,,
MINISTER_OF_FISHERIES_CONTD.,15,22. Supervision of all Institutions listed in Column II,,
MINISTER_OF_EDUCATION_CONTD.,1,5. Creation of a National Education System that will enable Sri Lankan children and youth to access global challenges with self-confidence and success.,16. Vocational Training Authority of Sri Lanka,"• Assisted Schools and Training Colleges Act, No. 5 of 1960
• National Education Commission Act, No. 19 of 1991
• National Institute of Education Act, No. 28 of 1985
• Pirivena Education Act, No. 64 of 1979
• University of Vocational Technology Act, No. 31 of 2008
• Ocean University of Sri Lanka Act, No. 31 of 2014
• National Institute Of Business Management Law, No. 23 of 1976
• Vocational Training Authority of Sri Lanka Act, No. 12 of 1995
• Ceylon German Technical Training
• Institute. Act, No. 15 of 2017
• National Innovation Agency Act, No. 22 of 2019
• Science and Technology Development Act, No. 11 of 1994
• Sri Lanka National Research Council Act, No. 11 of 2016
• Sri Lanka Inventors Incentives Act, No. 53 of 1979
• National Institute of Technical Education of Sri Lanka Act, No. 59 of 1998
• State Industries Corporations Act, No. 49 of 1957"
MINISTER_OF_EDUCATION_CONTD.,2,6. Provision of policy guidance for the preparation of a clear road map from pre-school education to the completion of higher education,18. Ceylon German Technical Training Institute,
MINISTER_OF_EDUCATION_CONTD.,3,7. Ensuring the right of every child to access education,19. Department of Technical Education and Training,
MINISTER_OF_EDUCATION_CONTD.,4,8. Popularize extracurricular activities in schools,20. National Institute of Fundamental Studies,
MINISTER_OF_EDUCATION_CONTD.,5,9. Provision of physical and human resources needed for National Schools,21. Sri Lanka Inventors' Commission,
MINISTER_OF_EDUCATION_CONTD.,6,10. Regulation of international and private schools in conformity with the national education policy,22. National Engineering Research And Development Centre,
MINISTER_OF_EDUCATION_CONTD.,7,"11. Take policy measures for proper maintenance of quality of education, student discipline and morals.",23. National Research Council,
MINISTER_OF_EDUCATION_CONTD.,8,12. Adoption of measures to ensure education opportunities for students with special needs,24. Tertiary and Vocational Education Commission,
MINISTER_OF_EDUCATION_CONTD.,9,13. Take necessary actions to promote national language and link language education,25. National Science Foundation,
MINISTER_OF_EDUCATION_CONTD.,10,14. Promotion of Buddhist and Pali Studies and uplifting of Piriven education to meet the objectives of religious education,26. Planetarium of Sri Lanka,
MINISTER_OF_EDUCATION_CONTD.,11,"15. Human resources management and administration of the Sri Lanka Education Administrative Service, Principal Service,",27. Arthur C. Clarke Institute for Modern Technologies,
MINISTER_OF_EDUCATION_CONTD.,12,,,
MINISTER_OF_EDUCATION_CONTD.,13,,,
MINISTER_OF_EDUCATION_CONTD.,14,,,
MINISTER_OF_EDUCATION_CONTD.,15,,,
MINISTER_OF_EDUCATION_CONTD.,16,,,
MINISTER_OF_EDUCATION_CONTD.,17,,,
MINISTER_OF_EDUCATION_CONTD.,18,,,
MINISTER_OF_EDUCATION_CONTD.,19,,,
MINISTER_OF_EDUCATION_CONTD.,20,,,
MINISTER_OF_EDUCATION_CONTD.,21,,,
MINISTER_OF_EDUCATION_CONTD.,22,,,
MINISTER_OF_EDUCATION_CONTD.,23,,,
MINISTER_OF_EDUCATION_CONTD.,24,,,
MINISTER_OF_EDUCATION_CONTD.,25,,,
MINISTER_OF_EDUCATION_CONTD.,26,,,
MINISTER_OF_EDUCATION_CONTD.,27,,,
MINISTER_OF_EDUCATION_CONTD.,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_EDUCATION_CONTD.,2,Teachers Service and other educational services,"36. All State Universities, Postgraduate Institutions and other Institutions under the purview of University Grants Commission","<br/>Tertiary and Vocational Education Act, No. 20 of 1990<br/>Institute of Fundamental Studies, Sri Lanka Act, No. 55 of 1981<br/>Universities Act, No. 16 of 1978<br/>Buddhasravaka Bhikku University Act, No. 26 of 1996<br/>Buddhist And Pali University of Sri Lanka Act, No. 74 of 1981<br/>Sri Lanka Institute of Advanced Technological Education Act, No. 29 of 1995<br/>All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister."
MINISTER_OF_EDUCATION_CONTD.,3,Administration of School Development Boards,,
MINISTER_OF_EDUCATION_CONTD.,4,Promotion and Development of school libraries,37. Buddhasravaka Bhikku University,
MINISTER_OF_EDUCATION_CONTD.,5,"Implementation and direction of programmes for the provision of school text books, uniforms, other student necessities and facilities.",38. Buddhist and Pali University of Sri Lanka,
MINISTER_OF_EDUCATION_CONTD.,6,"Development of all physical facilities including sanitary facilities, student-friendly classrooms, teachers' residential and restroom facilities in all schools.",39. Sri Lanka Institute of Advanced Technological Education,
MINISTER_OF_EDUCATION_CONTD.,7,Development and promotion of the use of modern technological facilities for learning and teaching,,
MINISTER_OF_EDUCATION_CONTD.,8,Formulation and implementation of strategies to enhance the trend towards vocational education,,
MINISTER_OF_EDUCATION_CONTD.,9,Creation of opportunities to acquire vocational education disregarding educational qualifications,,
MINISTER_OF_EDUCATION_CONTD.,10,Modernization of industrial and technical education for the purpose of creating a workforce suitable for the local and foreign employment market,,
MINISTER_OF_EDUCATION_CONTD.,11,"Modernize curricula, network all such institutions under ""One TVET"" concept and transform them into Technology Degree Awarding institutions.",,
MINISTER_OF_EDUCATION_CONTD.,1,25. Formulation of policies and provision of facilities to enable students who do not qualify to enter university education after leaving school to broaden their opportunities for vocational education.,,
MINISTER_OF_EDUCATION_CONTD.,2,26. Promotion of apprenticeship training opportunities.,,
MINISTER_OF_EDUCATION_CONTD.,3,27. Increase the National Vocational Qualification level from current 7 to 10 and amend the Sri Lanka Qualification Framework accordingly.,,
MINISTER_OF_EDUCATION_CONTD.,4,"28. Amend vocational training curricula to incorporate subjects such as Entrepreneurship, Information Technology, English and other languages into vocational education courses.",,
MINISTER_OF_EDUCATION_CONTD.,5,29. Expand vocational training opportunities through the use of mobile technical education services.,,
MINISTER_OF_EDUCATION_CONTD.,6,30. Take necessary measures to provide vocational education targeting local and foreign job markets.,,
MINISTER_OF_EDUCATION_CONTD.,7,31. Commence City Universities as higher education institutions granting degrees compatible with job opportunities.,,
MINISTER_OF_EDUCATION_CONTD.,8,32. Facilitate research institutions to collaborate with international research institutions,,
MINISTER_OF_EDUCATION_CONTD.,9,33. Formulate an efficient mechanism to utilize innovations and outcomes of research,,
MINISTER_OF_EDUCATION_CONTD.,1,34. Take steps to establish the National Innovation Agency,,
MINISTER_OF_EDUCATION_CONTD.,2,"35. Take steps to expand scientific, industrial, social and economic research and development activities",,
MINISTER_OF_EDUCATION_CONTD.,3,36. Motivate and direct communities towards innovation.,,
MINISTER_OF_EDUCATION_CONTD.,4,37. Management and development of State Universities under the administration of the University Grants Commission,,
MINISTER_OF_EDUCATION_CONTD.,5,38. Affiliation and promotion of cooperation with international academic institutions and other organizations with the objective of improving the quality of higher education in Sri Lanka,,
MINISTER_OF_EDUCATION_CONTD.,6,39. Identification and adoption of appropriate criteria in broadening avenues for higher education,,
MINISTER_OF_EDUCATION_CONTD.,7,40. Revise curricula within overall Education Reforms Policy to create graduates targeting domestic and foreign job markets.,,
MINISTER_OF_EDUCATION_CONTD.,8,41. Facilitating and encouraging research and innovation in university education,,
MINISTER_OF_EDUCATION_CONTD.,9,42. Taking measures to establish Smart Learning Universities,,
MINISTER_OF_EDUCATION_CONTD.,10,43. Taking steps to upgrade all state universities to a high position in world rankings,,
MINISTER_OF_EDUCATION_CONTD.,11,44. Implementation of scholarship programmes to enable qualified students in Sri Lanka,,
MINISTER_OF_EDUCATION_CONTD.,1,Duties & Functions,,
MINISTER_OF_EDUCATION_CONTD.,2,Regulate and accredit private and international universities and institutions of higher education operating in Sri Lanka,,
MINISTER_OF_EDUCATION_CONTD.,3,Uplifting Buddhist and Pali studies and provision of facilities required for higher education of Bhikkus,,
MINISTER_OF_EDUCATION_CONTD.,4,Introduction of educational reforms to cover the overall education sector in line with global requirements,,
MINISTER_OF_EDUCATION_CONTD.,5,Formulate a programme for utilizing the recommendations of the Presidential Task Force on Education Reforms and Special Committees for the development of education subsequent to a public discourse,,
MINISTER_OF_EDUCATION_CONTD.,6,Expansion of distance learning opportunities by using Information Technology,,
MINISTER_OF_EDUCATION_CONTD.,7,Training of teachers and enhancement of their skills to produce teachers required to ensure effective learning and teaching process,,
MINISTER_OF_EDUCATION_CONTD.,8,Matters relating to all other subjects assigned to Institutions listed in Column II,,
MINISTER_OF_EDUCATION_CONTD.,9,Supervision of all Institutions listed in Column II,,
Transport and Highways,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
Transport and Highways,2,"1. Formulation, implementation, monitoring and evaluation of policies, programmes and projects, in relation to the subjects of Transport and Highways, and those subjects that come under the purview of Departments, Statutory Institutions and Public Corporations listed in Column II based on the national policies implemented by the government.","1. Road Development Authority and its subsidiaries and affiliates
2. Sahasya Investment Ltd.
3. Maga Neguma
4. State Development and Construction Corporation
5. National Transport Commission
6. National Council for Road Safety
7. Department of Sri Lanka Railways
8. Lakdiva Engineering Ltd
9. Sri Lanka Transport Board
10. National Transport Medical Institute
11. Department of Motor Traffic","• National Highways Act, No. 40 of 2008
• Road Development Authority Act, No. 73 of 1981
• National Highways Act, No. 40 of 2008
• National Transport Commission Act, No. 37 of 1991
• Railways Act, No. 18 of 1950
• Sri Lanka Transport Board Act, No. 27 of 2005
• National Transport Medical Institute Act, No. 25 of 1997
• Motor Traffic Act, No. 14 of 1951
• All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister."
Transport and Highways,3,2. Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
Transport and Highways,4,"3. Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
Transport and Highways,5,"4. Improving and maintaining a high quality national highway system that enhances rural, pre-city and urban connectivity and promotes people-centered economic and social development.",,
Transport and Highways,6,"5. Development, maintenance, toll setting, collection and regulation of Expressway",,
Transport and Highways,7,"6. Preparation of programmes and projects based on National Policy on Roads belonging to Provincial Councils and Local Government Institutions, coordinating and directing those programs and projects",,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,1,7. Establishment of car parks to reduce traffic congestion,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,2,8. Development and modernization of rural road network,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,3,9. Develop an alternative road system for high level access to major roads and expressways,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,4,10. Modernization of bridges system connecting road networking,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,5,11. Providing passenger ferry services,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,6,12. Providing a safe and reliable passenger transport service,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,7,13. Introducing an environmental friendly transport system,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,8,14. Regulating private transport services,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,9,15. Establishment of a local industry system related to production of buses and transport sector,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,10,"16. Constructing new railway lines, maintenance and widening existing railway lines, acquisition of lands in relation thereto and infrastructure development including all related matters",,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,11,17. Expansion and establishment of facilities in order to transport goods to the sea ports by train transportation,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,12,18. Registration and licensing of motor vehicles,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,13,19. Issuance of driving licenses,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTD.,14,20. Regulation and issuance of guidelines and laws relating to motor traffic,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTINUED,1,Duties & Functions,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTINUED,2,All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_TRANSPORT_AND_HIGHWAYS_CONTINUED,3,Supervision of the Institutions listed in Column II,,
MINISTER_OF_MASS_MEDIA_CONTD.,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_MASS_MEDIA_CONTD.,2,4. Adoption of necessary measures to ensure people's right to accurate information,13. Sri Lanka Institute of Printing,"• Post Office Ordinance, No. 11 of 1908
• Sri Lanka Institute of Printing Act, No. 18 of 1984"
MINISTER_OF_MASS_MEDIA_CONTD.,3,5. Government printing and publication activities,14. Public Performance Board,"• Sri Lanka Institute of Printing Act, No. 18 of 1984"
MINISTER_OF_MASS_MEDIA_CONTD.,4,"6. Formulation of strategies to obtain the contribution of the mass media for economic, social and cultural development by developing the knowledge, attitudes and a high sense of appreciation of the people.",15. National Film Corporation,"• State Film Corporation Act, No. 47 of 1971
• All other legislations pertaining to the subjects specified in Column I and II that have not been specifically brought under the purview of any other Minister."
MINISTER_OF_MASS_MEDIA_CONTD.,5,7. Promotion of the use of modern technology for the use of mass media,,
MINISTER_OF_MASS_MEDIA_CONTD.,6,8. Introducing a Mass Media Policy,,
MINISTER_OF_MASS_MEDIA_CONTD.,7,9. Taking necessary measures for the dissemination of state official announcements and news to the public,,
MINISTER_OF_MASS_MEDIA_CONTD.,8,10. Release of relevant information on Sri Lanka to local and foreign media agencies,,
MINISTER_OF_MASS_MEDIA_CONTD.,9,11. Provision of information and publicity material to Sri Lanka Missions abroad,,
MINISTER_OF_MASS_MEDIA_CONTD.,10,"12. Taking appropriate measures for production and broadcasting of news, films and documentaries",,
MINISTER_OF_MASS_MEDIA_CONTD.,11,"13. Publicity work, including commercial television, radio broadcasting and overseas transmissions",,
MINISTER_OF_MASS_MEDIA_CONTD.,12,14. Provision of diversified business oriented modern postal service adopting state-of-the-Art technology and management methodologies to maintain,,
MINISTER_OF_MASS_MEDIA_CONTD.,13,,,
MINISTER_OF_MASS_MEDIA_CONTINUED,1,Duties & Functions,,
MINISTER_OF_MASS_MEDIA_CONTINUED,2,Administration of Sri Lanka Philatelic Bureau,,
MINISTER_OF_MASS_MEDIA_CONTINUED,3,All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_MASS_MEDIA_CONTINUED,4,Supervision of all Institutions listed in Column II,,
MINISTER_OF_HEALTH_CONTINUED,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
